id,key,value,type
1684177305,name,Industry Salon,regular
1684177305,shop,hairdresser,regular
1684177305,phone,315 476 0015,regular
1684177305,website,http://www.industrysalon.com/,regular
1684177305,city,Syracuse,addr
1684177305,state,NY,addr
1684177305,wheelchair,yes,regular
1684177305,street,West Jefferson Street,addr
1684177305,country,US,addr
1684177305,postcode,13022,addr
1684177305,opening_hours,Tu-Th 08:00-20:00; Fr 10:00-18:00; Sa 08:00-15:00,regular
1684177305,housenumber,258,addr
1685239613,name,9/11 Memorial Monument,regular
1685239613,historic,memorial,regular
1686122053,amenity,fountain,regular
1686429616,foot,permissive,regular
1686429616,barrier,gate,regular
1687810819,source,survey,regular
1687810819,highway,give_way,regular
1687810937,highway,stop,regular
1687811021,side,left,regular
1687811021,highway,stop,regular
1687811021,direction,backward,regular
1687830133,highway,stop,regular
1688770033,amenity,parking_entrance,regular
1688884336,amenity,fountain,regular
1688884336,historic,memorial,regular
1688884336,memorial,statue,regular
1689745606,highway,crossing,regular
1689836360,amenity,fountain,regular
1690025922,entrance,yes,regular
1690574188,highway,traffic_signals,regular
1690574219,stop,all,regular
1690574219,highway,stop,regular
1690771705,stop,all,regular
1690771705,source,survey,regular
1690771705,highway,stop,regular
1691300210,foot,permissive,regular
1691300210,barrier,chain,regular
1691300210,bicycle,permissive,regular
1691300210,motor_vehicle,no,regular
1692048341,highway,turning_circle,regular
1692048351,highway,turning_circle,regular
1693827418,highway,crossing,regular
1694014652,name,Dinosaur BBQ,regular
1694014652,phone,315 476 4937,regular
1694014652,amenity,restaurant,regular
1694014652,cuisine,american,regular
1694014652,website,http://www.dinosaurbarbque.com/bbq-syracuse,regular
1694014652,city,Syracuse,addr
1694014652,state,NY,addr
1694014652,street,West Willow Street,addr
1694014652,country,US,addr
1694014652,postcode,13202,addr
1694014652,opening_hours,Mo-We 11:00-23:00; Th 11:00-24:00; Fr-Sa 11:00-1:00; Su 12:00-22:00,regular
1694014652,housenumber,246,addr
1694034097,ele,0,regular
1694034097,name,S.I. Newhouse School of Public Communications,regular
1694034097,source,USGS Geonames,regular
1694034097,building,yes,regular
1694034097,state,NY,addr
1694034097,reviewed,no,gnis
1694034097,feature_id,2426716,gnis
1694034097,county_name,Onondaga,gnis
1694034097,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
1695219734,barrier,gate,regular
1695219734,entrance,yes,regular
1695219734,military,checkpoint,regular
1695219735,barrier,gate,regular
1695219735,entrance,yes,regular
1695219735,military,checkpoint,regular
1695219736,barrier,gate,regular
1695219736,entrance,exit,regular
1695219739,barrier,gate,regular
1695324676,name,Manlius Police (Manlius Substation),regular
1695324676,amenity,police,regular
1696718331,highway,crossing,regular
1696913610,source,"survey, bing",regular
1696913610,highway,stop,regular
1696913897,stop,all,regular
1696913897,highway,stop,regular
1697007156,stop,all,regular
1697007156,highway,stop,regular
1697007181,stop,all,regular
1697007181,highway,stop,regular
1697985251,stop,all,regular
1697985251,highway,stop,regular
1698535115,access,private,regular
1698535115,barrier,swing_gate,regular
1698535115,type,double,swing_gate
1698680696,highway,crossing,regular
1698811449,name,Kinne Street Elementary,regular
1698811449,amenity,school,regular
1699734054,name,Café Kubal,regular
1699734054,phone,315 440 6441,regular
1699734054,amenity,cafe,regular
1699734054,cuisine,coffee_shop,regular
1699734054,city,Syracuse,addr
1699734054,state,NY,addr
1699734054,street,South Salina Street,addr
1699734054,country,US,addr
1699734054,postcode,13202,addr
1699734054,opening_hours,Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su 08:00-18:00,regular
1699734054,website,http://www.cafekubal.com/downtown-cafe,contact
1699734054,housenumber,401,addr
1700432836,height,3,regular
1700432836,man_made,surveillance,regular
1700432836,type,dome,camera
1700432836,mount,wall,camera
1700432836,surveillance,outdoor,regular
1700432836,type,camera,surveillance
1700513082,highway,turning_circle,regular
1700514429,highway,turning_circle,regular
1700514430,highway,turning_circle,regular
1700514431,highway,turning_circle,regular
1700978470,amenity,parking_entrance,regular
1700995747,name,Key Bank,regular
1700995747,phone,315 446 1383,regular
1700995747,amenity,bank,regular
1700995747,city,DeWitt,addr
1700995747,state,NY,addr
1700995747,street,Erie Boulevard East,addr
1700995747,country,US,addr
1700995747,postcode,13214,addr
1700995747,housenumber,3685,addr
1700995755,name,Scotch 'n Sirloin,regular
1700995755,phone,315 446 1771,regular
1700995755,amenity,restaurant,regular
1700995755,website,http://www.scotchnsirloin.com/,regular
1700995755,city,DeWitt,addr
1700995755,state,NY,addr
1700995755,street,Erie Boulevard East,addr
1700995755,country,US,addr
1700995755,postcode,13214,addr
1700995755,opening_hours,Mo-Th 17:00-21:30; Fr-Sa 17:00-22:00; Su 16:30-20:30; Jul-Aug Su off,regular
1700995755,housenumber,3687,addr
1701027029,highway,traffic_signals,regular
1701465626,height,3,regular
1701465626,man_made,surveillance,regular
1701465626,type,fixed,camera
1701465626,angle,45,camera
1701465626,mount,wall,camera
1701465626,surveillance,outdoor,regular
1701465626,direction,67,camera
1701465626,type,camera,surveillance
1701465626,zone,parking,surveillance
1701741436,name,Men's Wearhouse,regular
1701741436,shop,clothes,regular
1701741436,phone,315 449 0605,regular
1701741436,website,http://www.menswearhouse.com/MWStoreDetailDisplay?storeLocatorId=5313&catalogId=12004&langId=-1&storeId=12751&address=13214,regular
1701741436,city,DeWitt,addr
1701741436,state,NY,addr
1701741436,street,Erie Boulevard East,addr
1701741436,country,US,addr
1701741436,postcode,13214,addr
1701741436,opening_hours,Mo-Fr 10:00-21:00; Sa 09:30-21:00; Su 11:00-18:00,regular
1701741436,housenumber,3470,addr
1701741440,name,Vitamin Shoppe,regular
1701741440,shop,supplements,regular
1701741440,phone,315 446 2128,regular
1701741440,website,http://www.vitaminshoppe.com/content/en/stores/store_detail.jsp?sn=407,regular
1701741440,city,DeWitt,addr
1701741440,state,NY,addr
1701741440,street,Erie Boulevard East,addr
1701741440,country,US,addr
1701741440,postcode,13214,addr
1701741440,opening_hours,Mo-Sa 09:00-21:00; Su 11:00-18:00,regular
1701741440,housenumber,3425,addr
1701862013,atm,yes,regular
1701862013,name,AmeriCU Credit Union,regular
1701862013,amenity,bank,regular
1701862013,city,Syracuse,addr
1701862013,state,NY,addr
1701862013,street,Walton Street,addr
1701862013,country,US,addr
1701862013,postcode,13202,addr
1701862013,opening_hours,Mo-We 08:30-16:00; Th-Fr 09:00-17:00,regular
1701862013,housenumber,200,addr
1701862016,name,Shot Clock Monument,regular
1701862016,historic,memorial,regular
1701871664,name,Armory Square,regular
1701871664,place,neighbourhood,regular
1701871664,wikipedia,en:Armory Square,regular
1701874906,name,Westcott,regular
1701874906,place,neighbourhood,regular
1701874906,wikipedia,"en:Westcott, Syracuse",regular
1704600617,name,Dosa Grill,regular
1704600617,phone,315 445 5555,regular
1704600617,amenity,restaurant,regular
1704600617,cuisine,indian,regular
1704600617,website,http://www.syracusedosagrill.com/,regular
1704600617,city,DeWitt,addr
1704600617,state,NY,addr
1704600617,street,East Genesee Street,addr
1704600617,country,US,addr
1704600617,postcode,13214,addr
1704600617,opening_hours,"Mo-Th 11:30-14:30, 16:30-21:00; Fr-Sa 11:30-14:30, 16:30-22:00",regular
1704600617,housenumber,4467,addr
1704600622,name,Dr. Kavanagh & Marshall Optometrists,regular
1704600622,city,DeWitt,addr
1704600622,healthcare,optometrist,regular
1704600622,street,East Genesee Street,addr
1704600622,country,US,addr
1704600622,postcode,13214,addr
1704600622,optometry,yes,health_specialty
1704600632,name,Golden City Chinese,regular
1704600632,phone,315 445 0888,regular
1704600632,amenity,fast_food,regular
1704600632,cuisine,chinese,regular
1704600632,city,DeWitt,addr
1704600632,street,East Genesee Street,addr
1704600632,country,US,addr
1704600632,postcode,13214,addr
1704600633,name,India Bazaar,regular
1704600633,shop,grocery,regular
1704600633,city,DeWitt,addr
1704600633,state,NY,addr
1704600633,street,East Genesee Street,addr
1704600633,country,US,addr
1704600633,postcode,13214,addr
1704600633,housenumber,4471,addr
1704600634,name,Jet Cleaners,regular
1704600634,shop,dry_cleaning,regular
1704600634,city,DeWitt,addr
1704600634,street,East Genesee Street,addr
1704600634,country,US,addr
1704600634,postcode,13214,addr
1704600635,name,Kim's Tailor Shop,regular
1704600635,shop,tailor,regular
1704600635,phone,315 449 3402,regular
1704600635,city,DeWitt,addr
1704600635,street,East Genesee Street,addr
1704600635,country,US,addr
1704600635,postcode,13214,addr
1704600645,name,Kumon Math and Reading Center of DeWitt,regular
1704600645,shop,yes,regular
1704600645,fixme,more descriptive business tag,regular
1704600645,phone,315 445 2472,regular
1704600645,city,DeWitt,addr
1704600645,state,NY,addr
1704600645,street,East Genesee Street,addr
1704600645,country,US,addr
1704600645,postcode,13214,addr
1704600645,website,http://www.kumon.com/dewitt,contact
1704600645,housenumber,4463,addr
1704600647,name,Law Offices Kallusch & Kallusch,regular
1704600647,office,lawyer,regular
1704600647,city,DeWitt,addr
1704600647,street,East Genesee Street,addr
1704600647,country,US,addr
1704600647,postcode,13214,addr
1704600653,name,Lotus Life Yoga Center,regular
1704600653,email,info@lotuslifeyogacenter.com,regular
1704600653,phone,315 314 7915,regular
1704600653,website,http://www.lotuslifeyogacenter.com/,regular
1704600653,city,DeWitt,addr
1704600653,state,NY,addr
1704600653,street,East Genesee Street,addr
1704600653,country,US,addr
1704600653,postcode,13214,addr
1704600653,housenumber,4467,addr
1704600653,yoga,yes,health_specialty
1704600666,name,Treasure Hut Jewelry,regular
1704600666,shop,jewelry,regular
1704600666,email,sales@treasurehutjewelry.com,regular
1704600666,phone,315 445 0263,regular
1704600666,website,http://treasurehutjewelry.com/,regular
1704600666,city,DeWitt,addr
1704600666,state,NY,addr
1704600666,street,East Genesee Street,addr
1704600666,country,US,addr
1704600666,postcode,13214,addr
1704600666,opening_hours,Mo-Sa 09:30-18:00,regular
1704600666,housenumber,4461,addr
1704600668,fax,315 445 2288,regular
1704600668,name,UPS Store,regular
1704600668,email,store0684@theupsstore.com,regular
1704600668,phone,315 445 1515,regular
1704600668,amenity,post_office,regular
1704600668,website,http://www.theupsstorelocal.com/0684/,regular
1704600668,operator,United Parcel Service,regular
1704600668,city,DeWitt,addr
1704600668,state,NY,addr
1704600668,street,East Genesee Street,addr
1704600668,country,US,addr
1704600668,postcode,13214,addr
1704600668,opening_hours,Mo-Fr 07:30-19:00; Sa 09:00-16:00,regular
1704600668,housenumber,4465,addr
1704600670,name,Unicorn Nails,regular
1704600670,shop,beauty,regular
1704600670,beauty,nails,regular
1704600670,city,DeWitt,addr
1704600670,street,East Genesee Street,addr
1704600670,country,US,addr
1704600670,postcode,13214,addr
1704806610,name,Carvel,regular
1704806610,phone,315 446 6047,regular
1704806610,amenity,ice_cream,regular
1704806610,city,DeWitt,addr
1704806610,state,NY,addr
1704806610,street,East Genesee Street,addr
1704806610,country,US,addr
1704806610,postcode,13214,addr
1704806610,housenumber,4322,addr
1704806621,fax,315 251 1111,regular
1704806621,name,Fortune Hawaii,regular
1704806621,phone,315 446 6666,regular
1704806621,amenity,fast_food,regular
1704806621,cuisine,chinese,regular
1704806621,website,http://fortune-hawaii.com/,regular
1704806621,city,DeWitt,addr
1704806621,state,NY,addr
1704806621,street,East Genesee Street,addr
1704806621,country,US,addr
1704806621,postcode,13214,addr
1704806621,opening_hours,Mo 11:00-21:30; Tu 11:00-20:30; We-Th 11:00-21:30; Fr-Sa 11:00-22:30; Su 12:00-21:30,regular
1704806621,housenumber,4324,addr
1704806631,name,Mario & Salvo's Pizza,regular
1704806631,phone,315 446 8479,regular
1704806631,amenity,fast_food,regular
1704806631,cuisine,pizza,regular
1704806631,city,DeWitt,addr
1704806631,state,NY,addr
1704806631,street,East Genesee Street,addr
1704806631,country,US,addr
1704806631,postcode,13214,addr
1704806631,opening_hours,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 12:00-21:30,regular
1704806631,housenumber,4326,addr
1705148009,name,ESF University Police,regular
1705148009,amenity,police,regular
1705158370,name,Tops Market # 369,regular
1705158370,shop,supermarket,regular
1705158370,phone,315 437 5201,regular
1705158370,source,receipt,regular
1705158370,city,Syracuse,addr
1705158370,state,NY,addr
1705158370,street,Shop City Plaza,addr
1705158370,fax,315 437 0977,contact
1705158370,country,US,addr
1705158370,postcode,13206,addr
1705158370,opening_hours,06:00-24:00,regular
1705158370,website,http://www.topsmarkets.com/StoreLocator/Store_Detail_S.las?L=369,contact
1705158370,housenumber,181,addr
1705905990,highway,traffic_signals,regular
1705905997,highway,traffic_signals,regular
1706117181,highway,traffic_signals,regular
1706117181,crossing,traffic_signals,regular
1707039175,name,Aspen Dental,regular
1707039175,phone,315 565 2878,regular
1707039175,amenity,dentist,regular
1707039175,website,https://www.aspendental.com,regular
1707039175,city,DeWitt,addr
1707039175,state,NY,addr
1707039175,street,Erie Boulevard East,addr
1707039175,country,US,addr
1707039175,postcode,13214,addr
1707039175,opening_hours,Mo 09:00-18:00; Tu 11:00-20:00; We-Th 09:00-18:00; Fr 08:00-17:00,regular
1707039175,housenumber,3425,addr
1707315128,highway,crossing,regular
1707315128,crossing,uncontrolled,regular
1707315128,crossing_ref,zebra,regular
1707361803,highway,crossing,regular
1707361803,crossing,uncontrolled,regular
1707850281,barrier,lift_gate,regular
1707850376,service,aircraft_control,regular
1707850376,man_made,tower,regular
1707850488,barrier,lift_gate,regular
1708767310,stop,all,regular
1708767310,source,survey,regular
1708767310,highway,stop,regular
1708899620,barrier,gate,regular
1709202027,power,tower,regular
1709202029,power,tower,regular
1709202030,power,tower,regular
1709202031,power,tower,regular
1709202033,power,tower,regular
1709202034,power,tower,regular
1709202035,power,tower,regular
1709202036,power,tower,regular
1709202038,power,tower,regular
1709202039,power,tower,regular
1709202041,power,tower,regular
1709202042,power,tower,regular
1709202043,power,tower,regular
1709202044,power,tower,regular
1709202045,power,tower,regular
1709202055,power,tower,regular
1709202057,power,tower,regular
1709202059,power,tower,regular
1709202060,power,tower,regular
1709202061,power,tower,regular
1709202065,power,tower,regular
1709202073,power,tower,regular
1709202074,power,tower,regular
1709202076,power,tower,regular
1709202077,power,tower,regular
1709202078,power,tower,regular
1709202079,power,tower,regular
1709202080,power,tower,regular
1709202081,power,tower,regular
1709202082,power,tower,regular
1709202083,power,tower,regular
1709202084,power,tower,regular
1709202085,power,tower,regular
1709202086,power,tower,regular
1709202088,power,tower,regular
1709202089,power,tower,regular
1709202090,power,tower,regular
1709202091,power,tower,regular
1709202092,power,tower,regular
1709202093,power,tower,regular
1709202094,power,tower,regular
1709202095,power,tower,regular
1709202096,power,tower,regular
1709202097,power,tower,regular
1709202098,power,tower,regular
1709202099,power,tower,regular
1709202100,power,tower,regular
1709202101,power,tower,regular
1709202102,power,tower,regular
1709202103,power,tower,regular
1709202104,power,tower,regular
1709202105,power,tower,regular
1709202106,power,tower,regular
1709202107,power,tower,regular
1709202108,power,tower,regular
1709202109,power,tower,regular
1709202110,power,tower,regular
1709202111,power,tower,regular
1709202112,power,tower,regular
1709202113,power,tower,regular
1709202114,power,tower,regular
1709202116,power,tower,regular
1709202123,power,tower,regular
1709202126,power,tower,regular
1709202127,power,tower,regular
1709202128,power,tower,regular
1709202129,power,tower,regular
1709202130,power,tower,regular
1709202141,power,tower,regular
1709202142,power,tower,regular
1709202143,power,tower,regular
1709202144,power,tower,regular
1709202147,power,tower,regular
1709202150,power,tower,regular
1709202162,power,tower,regular
1709202163,power,tower,regular
1709202165,power,tower,regular
1709202168,power,tower,regular
1709275593,name,Brickyard Falls,regular
1709275593,natural,waterfall,regular
1709275593,waterway,waterfall,regular
1709357618,ref,15,regular
1709357618,aeroway,gate,regular
1709357629,ref,1,regular
1709357629,aeroway,gate,regular
1709357630,ref,2,regular
1709357630,aeroway,gate,regular
1709357631,ref,3,regular
1709357631,aeroway,gate,regular
1709357632,ref,4,regular
1709357632,aeroway,gate,regular
1709357633,ref,5,regular
1709357633,aeroway,gate,regular
1709357634,ref,6/7,regular
1709357634,aeroway,gate,regular
1709357642,ref,8,regular
1709357642,aeroway,gate,regular
1709357647,ref,14,regular
1709357647,aeroway,gate,regular
1709357650,ref,12,regular
1709357650,aeroway,gate,regular
1709357655,ref,11,regular
1709357655,aeroway,gate,regular
1709357660,ref,9/10,regular
1709357660,aeroway,gate,regular
1709357687,ref,26,regular
1709357687,aeroway,gate,regular
1709357688,ref,25,regular
1709357688,aeroway,gate,regular
1709357690,ref,24,regular
1709357690,aeroway,gate,regular
1709357703,ref,20,regular
1709357703,aeroway,gate,regular
1709357704,ref,21,regular
1709357704,aeroway,gate,regular
1709357706,ref,22,regular
1709357706,aeroway,gate,regular
1709357709,ref,23,regular
1709357709,aeroway,gate,regular
1709359133,barrier,gate,regular
1709359136,barrier,gate,regular
1709359137,barrier,gate,regular
1710345414,name,Coleman Florist,regular
1710345414,shop,florist,regular
1710345414,website,http://www.colemanflorist.com/locations/dewitt/,regular
1710345414,city,DeWitt,addr
1710345414,state,NY,addr
1710345414,street,East Genesee Street,addr
1710345414,country,US,addr
1710345414,postcode,13214,addr
1710345414,email,colemanflorist@verizon.net,contact
1710345414,phone,315 446 0862,contact
1710345414,housenumber,4000,addr
1710498744,height,3,regular
1710498744,man_made,surveillance,regular
1710498744,type,dome,camera
1710498744,mount,wall,camera
1710498744,surveillance,outdoor,regular
1710498744,type,camera,surveillance
1710764532,natural,tree,regular
1710764532,leaf_type,needleleaved,regular
1710764534,natural,tree,regular
1710764534,leaf_type,needleleaved,regular
1710764536,natural,tree,regular
1710764536,leaf_type,needleleaved,regular
1710764540,natural,tree,regular
1710764540,leaf_type,needleleaved,regular
1710764546,natural,tree,regular
1710764546,leaf_type,needleleaved,regular
1710764552,natural,tree,regular
1710764552,leaf_type,needleleaved,regular
1710764558,natural,tree,regular
1710764558,leaf_type,needleleaved,regular
1715647221,man_made,water_tower,regular
1715669682,amenity,atm,regular
1715669682,operator,AmeriCU,regular
1717070680,highway,turning_circle,regular
1718824559,name,Books End,regular
1718824559,shop,books,regular
1718824559,phone,315 437 2312,regular
1718824559,website,http://www.thebooksend.com/,regular
1718824559,city,Syracuse,addr
1718824559,state,NY,addr
1718824559,street,James Street,addr
1718824559,second_hand,only,regular
1718824559,country,US,addr
1718824559,postcode,13206,addr
1718824559,opening_hours,Mo-Sa 10:00-18:00; Su 11:30-17:00,regular
1718824559,housenumber,2443,addr
1718824570,name,Palace Theatre,regular
1718824570,phone,315 463 9240,regular
1718824570,amenity,cinema,regular
1718824570,website,http://palaceonjames.com/,regular
1718824570,city,Syracuse,addr
1718824570,wikipedia,"en:Palace Theatre (Syracuse, New York)",regular
1718824570,state,NY,addr
1718824570,street,James Street,addr
1718824570,country,US,addr
1718824570,postcode,13206,addr
1718824570,housenumber,2384,addr
1719796594,power,generator,regular
1719796594,plant,output,generator
1719796594,method,combustion,generator
1719796594,source,gas,generator
1719796594,output:electricity,yes,generator
1720012704,barrier,gate,regular
1721053376,highway,bus_stop,regular
1721053383,highway,bus_stop,regular
1721053387,highway,bus_stop,regular
1721053391,highway,bus_stop,regular
1721053403,highway,bus_stop,regular
1721053408,highway,bus_stop,regular
1721408056,natural,tree,regular
1721408056,leaf_type,broadleaved,regular
1721408057,natural,tree,regular
1721408057,leaf_type,broadleaved,regular
1721408059,natural,tree,regular
1721408059,leaf_type,broadleaved,regular
1721408060,natural,tree,regular
1721408060,leaf_type,broadleaved,regular
1721408061,natural,tree,regular
1721408061,leaf_type,broadleaved,regular
1721408062,natural,tree,regular
1721408062,leaf_type,broadleaved,regular
1721408063,natural,tree,regular
1721408063,leaf_type,broadleaved,regular
1721408064,natural,tree,regular
1721408064,leaf_type,broadleaved,regular
1721408065,natural,tree,regular
1721408065,leaf_type,broadleaved,regular
1721408066,natural,tree,regular
1721408066,leaf_type,broadleaved,regular
1721408067,natural,tree,regular
1721408067,leaf_type,broadleaved,regular
1721408068,natural,tree,regular
1721408068,leaf_type,broadleaved,regular
1721408069,natural,tree,regular
1721408069,leaf_type,broadleaved,regular
1721408070,natural,tree,regular
1721408070,leaf_type,broadleaved,regular
1721408071,natural,tree,regular
1721408071,leaf_type,broadleaved,regular
1721408072,natural,tree,regular
1721408072,leaf_type,broadleaved,regular
1721408073,natural,tree,regular
1721408073,leaf_type,broadleaved,regular
1721408074,natural,tree,regular
1721408074,leaf_type,broadleaved,regular
1721408075,natural,tree,regular
1721408075,leaf_type,broadleaved,regular
1721408076,natural,tree,regular
1721408076,leaf_type,broadleaved,regular
1721408077,natural,tree,regular
1721408077,leaf_type,broadleaved,regular
1721408079,natural,tree,regular
1721408079,leaf_type,broadleaved,regular
1721408080,natural,tree,regular
1721408080,leaf_type,broadleaved,regular
1721408081,natural,tree,regular
1721408081,leaf_type,broadleaved,regular
1721408082,natural,tree,regular
1721408082,leaf_type,broadleaved,regular
1721408083,natural,tree,regular
1721408083,leaf_type,broadleaved,regular
1721408084,natural,tree,regular
1721408084,leaf_type,broadleaved,regular
1721408085,natural,tree,regular
1721408085,leaf_type,broadleaved,regular
1721408088,natural,tree,regular
1721408088,leaf_type,broadleaved,regular
1721408089,natural,tree,regular
1721408089,leaf_type,broadleaved,regular
1721408090,natural,tree,regular
1721408090,leaf_type,broadleaved,regular
1721408091,natural,tree,regular
1721408091,leaf_type,broadleaved,regular
1721408092,natural,tree,regular
1721408092,leaf_type,broadleaved,regular
1721408093,natural,tree,regular
1721408093,leaf_type,broadleaved,regular
1721408094,natural,tree,regular
1721408094,leaf_type,broadleaved,regular
1721408100,natural,tree,regular
1721408100,leaf_type,broadleaved,regular
1721408104,amenity,bench,regular
1721408105,amenity,bench,regular
1721408108,natural,tree,regular
1721408108,leaf_type,broadleaved,regular
1721408109,natural,tree,regular
1721408109,leaf_type,broadleaved,regular
1721408113,natural,tree,regular
1721408113,leaf_type,broadleaved,regular
1721408114,natural,tree,regular
1721408114,leaf_type,broadleaved,regular
1721408115,amenity,bench,regular
1721408116,amenity,bench,regular
1721408119,amenity,bench,regular
1721408120,amenity,bench,regular
1721408123,natural,tree,regular
1721408123,leaf_type,broadleaved,regular
1721408131,amenity,bench,regular
1721408132,amenity,bench,regular
1721408135,amenity,bench,regular
1721408136,amenity,bench,regular
1721408144,amenity,bench,regular
1721408146,amenity,bench,regular
1721408148,natural,tree,regular
1721408148,leaf_type,broadleaved,regular
1721723614,amenity,fountain,regular
1723016851,highway,crossing,regular
1723413320,name,Advance Cyclery,regular
1723413320,shop,bicycle,regular
1723413320,phone,315 449 2453,regular
1723413320,website,http://cnybikes.com/,regular
1723413320,city,Syracuse,addr
1723413320,state,NY,addr
1723413320,street,Seeley Road,addr
1723413320,country,US,addr
1723413320,postcode,13224,addr
1723413320,opening_hours,Mo-Fr 10:00-20:00; Sa 09:00-17:00; Su 11:00-16:00,regular
1723413320,housenumber,118,addr
1725499184,amenity,fountain,regular
1726448220,amenity,toilets,regular
1727008348,barrier,gate,regular
1727182558,name,Charney's,regular
1727182558,shop,clothes,regular
1727182558,phone,315 463 6011,regular
1727182558,website,http://www.charneysmensclothing.com/,regular
1727182558,city,Dewitt,addr
1727182558,state,NY,addr
1727182558,street,Erie Boulevard East,addr
1727182558,country,US,addr
1727182558,postcode,13214,addr
1727182558,opening_hours,Mo-Fr 09:30-21:00; Sa 09:30-18:00; Su 12:00-17:00,regular
1727182558,housenumber,3150,addr
1727182561,name,Chicks & Hens,regular
1727182561,shop,baby_goods,regular
1727182561,old_name,Basic Baby,regular
1727182561,city,DeWitt,addr
1727182561,state,NY,addr
1727182561,street,Erie Boulevard East,addr
1727182561,country,US,addr
1727182561,postcode,13214,addr
1727182561,email,general@chicksandhens.com,contact
1727182561,phone,315 632 6110,contact
1727182561,opening_hours,Mo-Sa 10:00-19:00; Su 11:00-18:00,regular
1727182561,website,http://www.chicksandhens.com,contact
1727182561,housenumber,3150,addr
1727182564,name,Gertrude Hawk Chocolate,regular
1727182564,shop,confectionery,regular
1727182564,phone,315 446 0401,regular
1727182564,website,http://www.gertrudehawkchocolates.com/find-a-store/new-york-stores/dewitt,regular
1727182564,city,DeWitt,addr
1727182564,state,NY,addr
1727182564,street,Erie Boulevard East,addr
1727182564,country,US,addr
1727182564,postcode,13214,addr
1727182564,opening_hours,Mo-Sa 10:00-19:00; Su 12:00-17:00,regular
1727182564,housenumber,3140,addr
1727182567,name,Guitar Center,regular
1727182567,shop,musical_instrument,regular
1727182567,phone,315 446 5950,regular
1727182567,website,http://stores.guitarcenter.com/syracuse,regular
1727182567,city,Dewitt,addr
1727182567,state,NY,addr
1727182567,street,Erie Boulevard East,addr
1727182567,country,US,addr
1727182567,postcode,13214,addr
1727182567,opening_hours,Mo-Th 11:00-21:00; Fr 10:00-21:00; Sa 10:00-19:00; Su 12:00-18:00,regular
1727182567,housenumber,3150,addr
1727182569,name,Liquor Square,regular
1727182569,shop,alcohol,regular
1727182569,city,DeWitt,addr
1727182569,state,NY,addr
1727182569,street,Erie Boulevard East,addr
1727182569,country,US,addr
1727182569,postcode,13214,addr
1727182569,email,info@pascalesliquorsquare.com,contact
1727182569,phone,315 445 0445,contact
1727182569,opening_hours,Mo-Th 09:00-21:00; Fr-Sa 09:00-22:00; Su 12:00-18:00,regular
1727182569,website,http://www.pascalesliquorsquare.com,contact
1727182569,housenumber,3150,addr
1727182571,name,Zoom Tan,regular
1727182571,shop,beauty,regular
1727182571,beauty,tanning,regular
1727182571,source,survey,regular
1727182571,leisure,tanning_salon,regular
1727182571,city,DeWitt,addr
1727182571,street,Erie Boulevard East,addr
1727182571,country,US,addr
1727182571,postcode,13214,addr
1727182571,housenumber,3140,addr
1727182575,name,Ollie's Bargain Outlet,regular
1727182575,shop,variety_store,regular
1727182575,city,Dewitt,addr
1727182575,state,NY,addr
1727182575,street,Erie Boulevard East,addr
1727182575,country,US,addr
1727182575,postcode,13214,addr
1727182575,phone,315 410 4684,contact
1727182575,opening_hours,Mo-Sa 09:00-21:00; Su 10:00-19:00,regular
1727182575,website,http://www.olliesbargainoutlet.com,contact
1727182575,housenumber,3150,addr
1727182577,name,Petco,regular
1727182577,shop,pet,regular
1727182577,phone,315 449 0084,regular
1727182577,website,http://www.petco.com/content/locator/Details.aspx?storeId=292,regular
1727182577,city,DeWitt,addr
1727182577,state,NY,addr
1727182577,street,Erie Boulevard East,addr
1727182577,country,US,addr
1727182577,postcode,13214,addr
1727182577,opening_hours,Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-18:00,regular
1727182577,housenumber,3150,addr
1727182582,fee,no,regular
1727182582,amenity,compressed_air,regular
1729513535,leisure,playground,regular
1732554208,name,Bonefish Grill,regular
1732554208,phone,315 637 0491,regular
1732554208,amenity,restaurant,regular
1732554208,cuisine,seafood,regular
1732554208,website,https://www.bonefishgrill.com/locations/ny/fayetteville,regular
1732554208,city,Fayetteville,addr
1732554208,state,NY,addr
1732554208,street,Towne Drive,addr
1732554208,country,US,addr
1732554208,postcode,13066,addr
1732554208,opening_hours,Mo-Th 11:00-22:30; Fr-Sa 11:00-23:30; Su 10:00-22:00,regular
1732554208,housenumber,600,addr
1732554212,name,Red Robin,regular
1732554212,phone,315 637 6790,regular
1732554212,amenity,restaurant,regular
1732554212,cuisine,burger,regular
1732554212,website,http://www.redrobin.com/,regular
1732554212,city,Fayetteville,addr
1732554212,state,NY,addr
1732554212,street,Towne Drive,addr
1732554212,country,US,addr
1732554212,postcode,13066,addr
1732554212,opening_hours,Su-Th 11:00-21:00; Fr-Sa 11:00-22:00,regular
1732554212,housenumber,610,addr
1732554336,highway,turning_circle,regular
1736603021,barrier,gate,regular
1738481805,amenity,post_box,regular
1738481805,operator,USPS,regular
1738481805,drive_through,yes,regular
1738711214,foot,yes,regular
1738711214,barrier,swing_gate,regular
1738711214,bicycle,yes,regular
1738711214,motor_vehicle,no,regular
1738711269,leisure,playground,regular
